timestamp,day,robot_id,x,y,speed,battery,event,health_score,degradation_factor,shift
2025-01-31 08:40:00,30,R1,40.5,4.88,1.25,35.3,robot_started_task,100.0,1.0,day
2025-01-31 08:42:00,30,R1,29.76,5.39,1.44,34.5,path_blocked,100.0,1.0,day
2025-01-31 08:44:00,30,R1,9.46,5.52,1.24,33.7,deadlock_detected,100.0,1.0,day
2025-01-31 08:46:00,30,R1,9.87,4.86,1.24,32.6,task_completed,100.0,1.0,day
2025-01-31 08:48:00,30,R1,15.64,10.52,1.3,31.7,task_completed,100.0,1.0,day
2025-01-31 08:50:00,30,R1,9.68,15.44,1.31,31.1,path_blocked,100.0,1.0,day
2025-01-31 08:52:00,30,R1,10.37,5.59,1.13,30.4,deadlock_detected,100.0,1.0,day
2025-01-31 08:54:00,30,R1,9.92,15.87,1.2,29.3,low_battery_warning,100.0,1.0,day
2025-01-31 08:56:00,30,R1,34.73,9.56,1.13,28.6,deadlock_detected,100.0,1.0,day
2025-01-31 08:58:00,30,R1,35.17,9.71,1.18,27.6,charging_completed,100.0,1.0,day
2025-01-31 09:00:00,30,R1,30.05,4.78,1.33,26.8,task_completed,100.0,1.0,day
2025-01-31 09:02:00,30,R1,29.62,5.05,1.25,26.1,charging_completed,100.0,1.0,day
2025-01-31 09:04:00,30,R1,30.58,14.84,1.47,25.6,task_completed,100.0,1.0,day
2025-01-31 09:06:00,30,R1,20.25,15.09,1.27,24.7,robot_started_task,100.0,1.0,day
2025-01-31 09:08:00,30,R1,9.25,4.91,1.3,24.3,charging_started,100.0,1.0,day
2025-01-31 09:10:00,30,R1,39.94,5.29,1.18,23.4,charging_started,100.0,1.0,day
2025-01-31 09:12:00,30,R1,28.75,13.71,1.27,22.8,task_completed,100.0,1.0,day
2025-01-31 09:14:00,30,R1,30.11,5.17,1.31,22.5,intersection_wait,100.0,1.0,day
2025-01-31 09:16:00,30,R1,40.36,15.81,1.0,21.4,deadlock_detected,100.0,1.0,day
2025-01-31 09:18:00,30,R1,10.26,15.0,1.48,20.8,robot_started_task,100.0,1.0,day
2025-01-31 09:20:00,30,R1,39.75,5.24,1.18,20.1,low_battery_warning,100.0,1.0,day
2025-01-31 09:22:00,30,R1,15.16,10.03,1.26,19.0,charging_completed,100.0,1.0,day
2025-01-31 09:24:00,30,R1,39.35,4.85,1.24,18.3,robot_started_task,100.0,1.0,day
2025-01-31 09:26:00,30,R1,30.16,15.49,1.3,17.1,charging_started,100.0,1.0,day
2025-01-31 09:28:00,30,R1,19.46,4.56,1.48,16.4,robot_started_task,100.0,1.0,day
2025-01-31 09:30:00,30,R1,40.31,4.62,1.3,15.7,path_blocked,100.0,1.0,day
2025-01-31 09:32:00,30,R1,20.02,5.1,1.29,15.1,task_completed,100.0,1.0,day
2025-01-31 09:34:00,30,R1,29.7,5.03,1.14,14.3,charging_completed,100.0,1.0,day
2025-01-31 09:36:00,30,R1,20.58,3.95,1.21,13.5,task_completed,100.0,1.0,day
2025-01-31 09:38:00,30,R1,29.15,15.26,1.28,12.6,task_completed,100.0,1.0,day
2025-01-31 09:40:00,30,R1,39.77,5.33,1.26,12.1,deadlock_detected,100.0,1.0,day
2025-01-31 09:42:00,30,R1,40.06,15.25,1.29,11.2,task_completed,100.0,1.0,day
2025-01-31 09:44:00,30,R1,14.95,10.2,1.3,10.6,path_blocked,100.0,1.0,day
2025-01-31 09:46:00,30,R1,9.31,15.33,1.38,9.9,intersection_wait,100.0,1.0,day
2025-01-31 09:48:00,30,R1,30.18,14.52,1.2,9.1,intersection_wait,100.0,1.0,day
2025-01-31 09:50:00,30,R1,40.45,15.76,1.28,8.1,task_completed,100.0,1.0,day
2025-01-31 09:52:00,30,R1,39.57,4.46,1.29,7.4,charging_completed,100.0,1.0,day
2025-01-31 09:54:00,30,R1,29.81,15.01,1.34,6.6,path_blocked,100.0,1.0,day
2025-01-31 09:56:00,30,R1,15.38,10.2,1.29,6.0,task_completed,100.0,1.0,day
2025-01-31 09:58:00,30,R1,24.93,9.83,1.3,4.9,task_completed,100.0,1.0,day
2025-01-31 10:00:00,30,R1,29.77,14.69,1.21,4.5,task_completed,100.0,1.0,day
2025-01-31 10:02:00,30,R1,29.86,5.2,1.53,3.6,low_battery_warning,100.0,1.0,day
2025-01-31 10:04:00,30,R1,19.41,14.59,1.11,2.8,charging_started,100.0,1.0,day
2025-01-31 10:06:00,30,R1,9.11,5.65,1.29,2.3,robot_started_task,100.0,1.0,day
2025-01-31 10:08:00,30,R1,20.53,4.92,1.25,1.3,task_completed,100.0,1.0,day
2025-01-31 10:10:00,30,R1,40.91,4.58,1.27,0.5,charging_completed,100.0,1.0,day
2025-01-31 10:12:00,30,R1,39.52,14.8,1.33,0.0,charging_started,100.0,1.0,day
2025-01-31 10:14:00,30,R1,35.59,9.74,1.22,0.0,intersection_wait,100.0,1.0,day
2025-01-31 10:16:00,30,R1,40.48,15.39,1.3,0.0,task_completed,100.0,1.0,day
2025-01-31 10:18:00,30,R1,39.33,15.18,1.37,0.0,charging_started,100.0,1.0,day
2025-01-31 10:20:00,30,R1,20.88,15.0,1.32,0.0,task_completed,100.0,1.0,day
2025-01-31 10:22:00,30,R1,10.44,15.66,1.21,0.0,intersection_wait,100.0,1.0,day
2025-01-31 10:24:00,30,R1,10.12,5.83,1.29,0.0,robot_started_task,100.0,1.0,day
2025-01-31 10:26:00,30,R1,29.82,4.54,1.3,0.0,task_completed,100.0,1.0,day
2025-01-31 10:28:00,30,R1,9.11,5.03,1.13,0.0,charging_started,100.0,1.0,day
2025-01-31 10:30:00,30,R1,41.12,14.33,1.23,0.0,robot_started_task,100.0,1.0,day
2025-01-31 10:32:00,30,R1,39.55,15.77,1.47,0.0,task_completed,100.0,1.0,day
2025-01-31 10:34:00,30,R1,36.0,10.19,1.29,0.0,robot_started_task,100.0,1.0,day
2025-01-31 10:36:00,30,R1,29.76,5.02,1.23,0.0,task_completed,100.0,1.0,day
2025-01-31 10:38:00,30,R1,10.95,4.75,1.26,0.0,charging_started,100.0,1.0,day
2025-01-31 10:40:00,30,R1,39.13,5.61,1.35,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 10:42:00,30,R1,29.14,15.07,1.17,0.0,charging_started,100.0,1.0,day
2025-01-31 10:44:00,30,R1,8.85,3.89,1.32,0.0,intersection_wait,100.0,1.0,day
2025-01-31 10:46:00,30,R1,19.64,5.9,1.31,0.0,charging_completed,100.0,1.0,day
2025-01-31 10:48:00,30,R1,10.39,14.98,1.1,0.0,task_completed,100.0,1.0,day
2025-01-31 10:50:00,30,R1,10.15,5.32,1.26,0.0,task_completed,100.0,1.0,day
2025-01-31 10:52:00,30,R1,19.69,14.34,1.29,0.0,charging_completed,100.0,1.0,day
2025-01-31 10:54:00,30,R1,14.16,10.26,1.32,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 10:56:00,30,R1,29.52,14.95,1.33,0.0,task_completed,100.0,1.0,day
2025-01-31 10:58:00,30,R1,30.15,14.52,1.4,0.0,charging_completed,100.0,1.0,day
2025-01-31 11:00:00,30,R1,15.05,10.63,1.28,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 11:02:00,30,R1,39.8,15.26,1.29,0.0,charging_completed,100.0,1.0,day
2025-01-31 11:04:00,30,R1,40.4,5.15,1.17,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:06:00,30,R1,35.12,9.95,1.41,0.0,task_completed,100.0,1.0,day
2025-01-31 11:08:00,30,R1,9.34,4.49,1.23,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:10:00,30,R1,9.65,5.27,1.22,0.0,task_completed,100.0,1.0,day
2025-01-31 11:12:00,30,R1,30.25,5.23,1.3,0.0,task_completed,100.0,1.0,day
2025-01-31 11:14:00,30,R1,40.08,15.01,1.25,0.0,charging_started,100.0,1.0,day
2025-01-31 11:16:00,30,R1,20.59,14.94,1.08,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:18:00,30,R1,35.21,9.87,1.34,0.0,charging_started,100.0,1.0,day
2025-01-31 11:20:00,30,R1,20.02,5.0,1.13,0.0,path_blocked,100.0,1.0,day
2025-01-31 11:22:00,30,R1,29.92,5.45,1.19,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 11:24:00,30,R1,19.21,5.62,1.36,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 11:26:00,30,R1,14.36,10.16,1.23,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:28:00,30,R1,39.59,4.77,1.24,0.0,task_completed,100.0,1.0,day
2025-01-31 11:30:00,30,R1,24.77,10.04,1.24,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:32:00,30,R1,40.05,15.12,1.17,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 11:34:00,30,R1,28.96,4.96,1.24,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 11:36:00,30,R1,9.95,14.81,1.27,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:38:00,30,R1,34.99,9.82,1.34,0.0,intersection_wait,100.0,1.0,day
2025-01-31 11:40:00,30,R1,19.96,4.85,1.09,0.0,intersection_wait,100.0,1.0,day
2025-01-31 11:42:00,30,R1,39.95,4.96,1.25,0.0,charging_completed,100.0,1.0,day
2025-01-31 11:44:00,30,R1,30.14,4.62,1.3,0.0,path_blocked,100.0,1.0,day
2025-01-31 11:46:00,30,R1,9.45,5.88,1.36,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:48:00,30,R1,10.79,14.14,1.18,0.0,task_completed,100.0,1.0,day
2025-01-31 11:50:00,30,R1,40.05,14.46,1.35,0.0,robot_started_task,100.0,1.0,day
2025-01-31 11:52:00,30,R1,41.1,14.1,1.36,0.0,task_completed,100.0,1.0,day
2025-01-31 11:54:00,30,R1,9.64,5.19,1.21,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 11:56:00,30,R1,19.91,5.35,1.15,0.0,task_completed,100.0,1.0,day
2025-01-31 11:58:00,30,R1,10.62,15.22,1.39,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 12:00:00,30,R1,15.15,9.75,1.46,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:02:00,30,R1,34.74,10.28,1.13,0.0,path_blocked,100.0,1.0,day
2025-01-31 12:04:00,30,R1,39.9,15.52,1.46,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 12:06:00,30,R1,10.59,5.47,1.14,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:08:00,30,R1,35.27,9.97,1.13,0.0,intersection_wait,100.0,1.0,day
2025-01-31 12:10:00,30,R1,30.66,4.98,1.22,0.0,charging_started,100.0,1.0,day
2025-01-31 12:12:00,30,R1,40.65,15.22,1.41,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 12:14:00,30,R1,19.65,15.5,1.3,0.0,charging_completed,100.0,1.0,day
2025-01-31 12:16:00,30,R1,40.67,4.25,1.28,0.0,charging_completed,100.0,1.0,day
2025-01-31 12:18:00,30,R1,10.14,5.27,1.36,0.0,intersection_wait,100.0,1.0,day
2025-01-31 12:20:00,30,R1,26.8,10.66,1.26,0.0,intersection_wait,100.0,1.0,day
2025-01-31 12:22:00,30,R1,29.67,5.48,1.37,0.0,task_completed,100.0,1.0,day
2025-01-31 12:24:00,30,R1,34.52,10.29,1.25,0.0,task_completed,100.0,1.0,day
2025-01-31 12:26:00,30,R1,25.0,10.23,1.28,0.0,charging_completed,100.0,1.0,day
2025-01-31 12:28:00,30,R1,30.3,14.1,1.39,0.0,task_completed,100.0,1.0,day
2025-01-31 12:30:00,30,R1,35.0,10.52,1.38,0.0,task_completed,100.0,1.0,day
2025-01-31 12:32:00,30,R1,10.34,15.05,1.33,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 12:34:00,30,R1,39.38,14.92,1.28,0.0,task_completed,100.0,1.0,day
2025-01-31 12:36:00,30,R1,40.14,15.6,1.16,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:38:00,30,R1,9.74,4.41,1.37,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:40:00,30,R1,25.29,9.5,1.37,0.0,charging_started,100.0,1.0,day
2025-01-31 12:42:00,30,R1,24.63,9.94,1.25,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:44:00,30,R1,24.6,11.02,1.39,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:46:00,30,R1,29.02,5.37,1.38,0.0,path_blocked,100.0,1.0,day
2025-01-31 12:48:00,30,R1,39.89,14.76,1.16,0.0,path_blocked,100.0,1.0,day
2025-01-31 12:50:00,30,R1,10.25,4.59,1.32,0.0,robot_started_task,100.0,1.0,day
2025-01-31 12:52:00,30,R1,35.05,9.82,1.23,0.0,task_completed,100.0,1.0,day
2025-01-31 12:54:00,30,R1,30.16,15.37,1.27,0.0,charging_completed,100.0,1.0,day
2025-01-31 12:56:00,30,R1,19.36,4.94,1.3,0.0,task_completed,100.0,1.0,day
2025-01-31 12:58:00,30,R1,30.53,4.71,1.28,0.0,robot_started_task,100.0,1.0,day
2025-01-31 13:00:00,30,R1,35.27,10.34,1.38,0.0,charging_started,100.0,1.0,day
2025-01-31 13:02:00,30,R1,40.28,5.01,1.43,0.0,task_completed,100.0,1.0,day
2025-01-31 13:04:00,30,R1,30.19,5.14,1.39,0.0,charging_completed,100.0,1.0,day
2025-01-31 13:06:00,30,R1,39.66,4.67,1.24,0.0,path_blocked,100.0,1.0,day
2025-01-31 13:08:00,30,R1,29.67,14.56,1.45,0.0,charging_started,100.0,1.0,day
2025-01-31 13:10:00,30,R1,14.99,10.12,1.33,0.0,charging_started,100.0,1.0,day
2025-01-31 13:12:00,30,R1,20.06,5.5,1.25,0.0,intersection_wait,100.0,1.0,day
2025-01-31 13:14:00,30,R1,19.3,4.72,1.36,0.0,intersection_wait,100.0,1.0,day
2025-01-31 13:16:00,30,R1,39.37,15.82,1.44,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 13:18:00,30,R1,14.82,8.94,1.22,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 13:20:00,30,R1,10.11,5.18,1.46,0.0,task_completed,100.0,1.0,day
2025-01-31 13:22:00,30,R1,35.48,10.31,1.32,0.0,charging_completed,100.0,1.0,day
2025-01-31 13:24:00,30,R1,28.99,4.65,1.24,0.0,task_completed,100.0,1.0,day
2025-01-31 13:26:00,30,R1,41.09,15.02,1.42,0.0,charging_completed,100.0,1.0,day
2025-01-31 13:28:00,30,R1,40.38,4.8,1.29,0.0,task_completed,100.0,1.0,day
2025-01-31 13:30:00,30,R1,13.92,10.18,1.17,0.0,task_completed,100.0,1.0,day
2025-01-31 13:32:00,30,R1,40.47,5.93,1.41,0.0,charging_completed,100.0,1.0,day
2025-01-31 13:34:00,30,R1,18.5,13.96,1.25,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 13:36:00,30,R1,10.41,14.9,1.15,0.0,charging_started,100.0,1.0,day
2025-01-31 13:38:00,30,R1,10.18,15.03,1.26,0.0,path_blocked,100.0,1.0,day
2025-01-31 13:40:00,30,R1,40.03,6.12,1.36,0.0,task_completed,100.0,1.0,day
2025-01-31 13:42:00,30,R1,15.92,10.02,1.36,0.0,charging_started,100.0,1.0,day
2025-01-31 13:44:00,30,R1,19.75,15.58,1.28,0.0,robot_started_task,100.0,1.0,day
2025-01-31 13:46:00,30,R1,25.76,9.91,1.21,0.0,charging_completed,100.0,1.0,day
2025-01-31 13:48:00,30,R1,35.84,9.51,1.33,0.0,charging_started,100.0,1.0,day
2025-01-31 13:50:00,30,R1,9.64,14.28,1.22,0.0,intersection_wait,100.0,1.0,day
2025-01-31 13:52:00,30,R1,9.81,15.47,1.24,0.0,task_completed,100.0,1.0,day
2025-01-31 13:54:00,30,R1,25.66,10.13,1.34,0.0,charging_completed,100.0,1.0,day
2025-01-31 13:56:00,30,R1,40.13,5.02,1.16,0.0,intersection_wait,100.0,1.0,day
2025-01-31 13:58:00,30,R1,29.41,4.3,1.39,0.0,intersection_wait,100.0,1.0,day
2025-01-31 14:00:00,30,R1,40.32,14.0,1.34,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 14:02:00,30,R1,20.0,14.35,1.25,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 14:04:00,30,R1,13.78,10.26,1.35,0.0,charging_completed,100.0,1.0,day
2025-01-31 14:06:00,30,R1,9.92,5.37,1.24,0.0,robot_started_task,100.0,1.0,day
2025-01-31 14:08:00,30,R1,35.71,10.54,1.33,0.0,task_completed,100.0,1.0,day
2025-01-31 14:10:00,30,R1,25.43,9.32,1.33,0.0,charging_started,100.0,1.0,day
2025-01-31 14:12:00,30,R1,9.43,14.96,1.27,0.0,task_completed,100.0,1.0,day
2025-01-31 14:14:00,30,R1,10.0,4.79,1.31,0.0,charging_started,100.0,1.0,day
2025-01-31 14:16:00,30,R1,14.96,10.29,1.37,0.0,intersection_wait,100.0,1.0,day
2025-01-31 14:18:00,30,R1,9.62,15.44,1.38,0.0,charging_completed,100.0,1.0,day
2025-01-31 14:20:00,30,R1,16.19,10.47,1.18,0.0,robot_started_task,100.0,1.0,day
2025-01-31 14:22:00,30,R1,9.36,15.17,1.42,0.0,path_blocked,100.0,1.0,day
2025-01-31 14:24:00,30,R1,29.37,14.86,1.22,0.0,robot_started_task,100.0,1.0,day
2025-01-31 14:26:00,30,R1,10.33,4.37,1.21,0.0,charging_started,100.0,1.0,day
2025-01-31 14:28:00,30,R1,34.97,9.68,1.26,0.0,robot_started_task,100.0,1.0,day
2025-01-31 14:30:00,30,R1,19.75,15.11,1.27,0.0,intersection_wait,100.0,1.0,day
2025-01-31 14:32:00,30,R1,34.98,9.06,1.3,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 14:34:00,30,R1,15.36,10.35,1.2,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 14:36:00,30,R1,40.35,15.49,1.28,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 14:38:00,30,R1,20.05,15.93,1.3,0.0,charging_completed,100.0,1.0,day
2025-01-31 14:40:00,30,R1,19.84,5.2,1.42,0.0,charging_started,100.0,1.0,day
2025-01-31 14:42:00,30,R1,40.13,4.65,1.24,0.0,task_completed,100.0,1.0,day
2025-01-31 14:44:00,30,R1,39.47,15.24,1.27,0.0,charging_started,100.0,1.0,day
2025-01-31 14:46:00,30,R1,9.81,5.0,1.29,0.0,deadlock_detected,100.0,1.0,day
2025-01-31 14:48:00,30,R1,39.95,15.24,1.48,0.0,charging_completed,100.0,1.0,day
2025-01-31 14:50:00,30,R1,30.4,15.15,1.28,0.0,task_completed,100.0,1.0,day
2025-01-31 14:52:00,30,R1,19.56,14.3,1.33,0.0,intersection_wait,100.0,1.0,day
2025-01-31 14:54:00,30,R1,29.71,5.7,1.24,0.0,robot_started_task,100.0,1.0,day
2025-01-31 14:56:00,30,R1,9.76,5.32,1.19,0.0,robot_started_task,100.0,1.0,day
2025-01-31 14:58:00,30,R1,20.67,4.85,1.37,0.0,path_blocked,100.0,1.0,day
2025-01-31 15:00:00,30,R1,30.68,14.18,1.29,0.0,task_completed,100.0,1.0,day
2025-01-31 15:02:00,30,R1,15.93,10.01,1.31,0.0,path_blocked,100.0,1.0,day
2025-01-31 15:04:00,30,R1,29.84,15.08,1.24,0.0,path_blocked,100.0,1.0,day
2025-01-31 15:06:00,30,R1,30.43,4.07,1.3,0.0,low_battery_warning,100.0,1.0,day
2025-01-31 15:08:00,30,R1,29.57,14.91,1.39,0.0,charging_started,100.0,1.0,day
2025-01-31 15:10:00,30,R1,29.54,15.71,1.38,0.0,task_completed,100.0,1.0,day
2025-01-31 15:12:00,30,R1,20.36,4.85,1.29,0.0,intersection_wait,100.0,1.0,day
